Text,labels
Tiredness schedules to do sports energetically tomorrow though is full it .,Correct
"And by learning it , students can also gain the ability of self - learning skills .",Correct
And I want some friends in the world !,Error
What is the Difference ?,Error
We are going to make Mexican tacos .,Error
I think it seems like a technology performance and I suppose you will agree with me if you see it .,Correct
fake and removed .,Correct
Who is your favorite person ?,Error
"When I go shopping with my husband , he usually gets irritated , probably because I take long time and he does not like shopping very much .",Error
I do not have a child .,Correct
We got to a large park by the station .,Correct
They share fun stories about themselves but I do not understand where the fun is in the story .,Correct
I do .,Correct
The view from the mountain top was spectacular and overwhelming .,Error
A Really ?,Error
Japanese companies are suffering .,May Be
Crab Syndrome,Correct
Me too ! ! ! You know what ?,Error
I had hard work for months .,Correct
my hobbies puzzle .,Error
Today I want to write about a memory of the UK .,Error
"Or , is it that a thing happened to come to you ?",Correct
I went food shopping at the supermarket .,Correct
How many of your tradition or peculiar food ?,Correct
The aim of this trip is to introduce my son to them .,Correct
I had a lot meeting and gave a pregentaion .,Error
Thank you for your attention .,Correct
"However , while he is training as the receiver , he comes to realize that his living world is strange .",Error
Only by this way can I learn English better .,Correct
"It has been a while since I made my last JP video , but here is the newest one .",Error
I thought there were two monsters .,Correct
"My boss did let me know about it some hours ago , and I tried to catch my friend as soon as I knew , but my friends are all busy , so I do not have friend to hang out even I am in my home town .",Error
I have a problem with the faucet in the bathroom .,Error
unlucky day !,May Be
It was my birthday on May st .,Correct
"when I was at university , I joined a ballroom dancing club .",Correct
"Ultimately and unfortunately she hopelessly came to life , so her parents decided to bring her home and passed away on afternoon .",Error
I am studying English .,Correct
But be carefull some people feel slighted .,Error
And most of them are users of the Internet as well as Internet shopping .,Correct
I felt as if I was flying .,Error
The professor said that the organic matters is similar to that in earth recently .,Error
Slumdog Millionaire,Error
"One is hoep , and the other is shame .",Error
Tokyo becomes darker than before at night because people save electricity .,Correct
Badminton has improved remarkably .,Correct
You can register at the time of the orientation .,Error
"There was a spring in the river , so we could drink water from it .",Error
"Based on this MSSR representation , we propose a novel modeling method of Anhui styled architecture .",Error
"More than half a year late , I know we were not mature enough at that time .",Correct
I loved you and will love you forever . ,Correct
But girls like the cosh dance .,Correct
My weak point is a lack of power of expression .,May Be
 ,Correct
It is one of my favorite movies .,Correct
They try to come into your circle .,Correct
I am the proofreader copy editor for the Journal of YYYYY .,Error
"When I talk to my host mother about this topic , I was asked why I wanted to meet him .",Error
The traffic troubles in Japan sometimes cause murder cases or fierce fights . Part ,Correct
